"Pro","Wm82","Wm82Gene.V2.1"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G276300.1","Glyma.13G326200.1.p","Glyma.13G326200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G305500.1","Glyma.13G357700.1.p","Glyma.13G357700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G307300.1","Glyma.13G359500.1.p","Glyma.13G359500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G307800.1","Glyma.13G360300.1.p","Glyma.13G360300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G307900.1","Glyma.13G360400.1.p","Glyma.13G360400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.13G313600.1","Glyma.13G366300.1.p","Glyma.13G366300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.14G041700.1","Glyma.14G048000.1.p","Glyma.14G048000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.14G042000.1","Glyma.14G048300.1.p","Glyma.14G048300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.14G043200.1","Glyma.14G049500.1.p","Glyma.14G049500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.14G076700.1","Glyma.14G085600.1.p","Glyma.14G085600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.14G093000.1","Glyma.14G102700.1.p","Glyma.14G102700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.14G098300.1","Glyma.14G111800.3.p","Glyma.14G111800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.14G108000.1","Glyma.14G131900.1.p","Glyma.14G131900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.14G112200.1","Glyma.14G107400.1.p","Glyma.14G107400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.14G114800.2","Glyma.14G144300.1.p","Glyma.14G144300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.14G129300.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.14G134100.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.14G136900.1","Glyma.14G172300.1.p","Glyma.14G172300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.14G143800.1","Glyma.14G182100.1.p","Glyma.14G182100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G017500.1","Glyma.15G018700.1.p","Glyma.15G018700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G020000.1","Glyma.15G021700.1.p","Glyma.15G021700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G024600.1","Glyma.15G026500.1.p","Glyma.15G026500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G032400.1","Glyma.15G034700.2.p","Glyma.15G034700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G040600.1","Glyma.15G043600.1.p","Glyma.15G043600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G044800.1","Glyma.15G048300.1.p","Glyma.15G048300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G061100.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G068300.1","Glyma.15G072900.1.p","Glyma.15G072900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G104800.1","Glyma.15G113900.1.p","Glyma.15G113900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G105900.1","Glyma.15G115000.1.p","Glyma.15G115000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G118700.1","Glyma.09G023400.2.p","Glyma.09G023400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G122800.1","Glyma.15G134400.1.p","Glyma.15G134400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G128200.1","Glyma.15G140200.1.p","Glyma.15G140200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G132200.1","Glyma.15G145700.1.p","Glyma.15G145700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G132400.1","Glyma.15G145900.1.p","Glyma.15G145900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G149900.1","Glyma.15G165900.1.p","Glyma.15G165900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G155900.1","Glyma.15G173200.1.p","Glyma.15G173200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G177400.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G198800.1","Glyma.15G232800.1.p","Glyma.15G232800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G199400.1","Glyma.15G234200.1.p","Glyma.15G234200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G203600.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G206800.1","Glyma.15G245300.1.p","Glyma.15G245300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.15G211400.1","Glyma.15G252200.1.p","Glyma.15G252200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G001000.1","Glyma.16G001500.1.p","Glyma.16G001500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G002800.1","Glyma.16G003600.1.p","Glyma.16G003600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G016800.1","Glyma.16G018900.1.p","Glyma.16G018900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G024100.1","Glyma.16G026500.1.p","Glyma.16G026500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G027600.1","Glyma.16G030700.1.p","Glyma.16G030700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G043600.1","Glyma.16G049200.1.p","Glyma.16G049200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G062500.2","Glyma.16G071500.3.p","Glyma.16G071500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G067500.1","Glyma.16G077500.1.p","Glyma.16G077500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G072800.1","Glyma.16G085400.1.p","Glyma.16G085400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G103500.1","Glyma.16G130700.3.p","Glyma.16G130700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G146800.1","Glyma.16G181400.1.p","Glyma.16G181400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G147500.2","Glyma.16G182200.5.p","Glyma.16G182200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G158400.1","Glyma.16G200600.2.p","Glyma.16G200600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G162300.1","Glyma.16G204900.1.p","Glyma.16G204900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.16G171600.1","Glyma.16G214300.1.p","Glyma.16G214300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G002200.1","Glyma.17G002400.1.p","Glyma.17G002400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G009400.2","Glyma.17G010500.3.p","Glyma.17G010500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G016200.1","Glyma.17G018100.1.p","Glyma.17G018100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G054200.1","Glyma.17G058900.1.p","Glyma.17G058900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G064000.1","Glyma.17G069400.1.p","Glyma.17G069400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G084700.1","Glyma.17G092000.1.p","Glyma.17G092000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G102900.1","Glyma.17G111400.2.p","Glyma.17G111400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G107500.1","Glyma.17G116400.1.p","Glyma.17G116400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G137300.1","Glyma.17G150200.1.p","Glyma.17G150200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G155100.1","Glyma.17G172500.1.p","Glyma.17G172500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G172400.1","Glyma.17G200600.1.p","Glyma.17G200600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G184800.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G188500.1","Glyma.17G222700.1.p","Glyma.17G222700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G188800.1","Glyma.17G223100.1.p","Glyma.17G223100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.17G218100.1","Glyma.17G254500.1.p","Glyma.17G254500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G011800.1","Glyma.18G012800.1.p","Glyma.18G012800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G025400.1","Glyma.18G027200.1.p","Glyma.18G027200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G039800.1","Glyma.18G042900.1.p","Glyma.18G042900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G040400.1","Glyma.18G043600.1.p","Glyma.18G043600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G048900.1","Glyma.18G053700.1.p","Glyma.18G053700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G052800.1","Glyma.18G057900.1.p","Glyma.18G057900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G067000.1","Glyma.18G073700.1.p","Glyma.18G073700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G092000.1","Glyma.18G111000.1.p","Glyma.18G111000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G110700.1","Glyma.18G142500.1.p","Glyma.18G142500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G113700.1","Glyma.18G146100.1.p","Glyma.18G146100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G128400.1","Glyma.18G161800.1.p","Glyma.18G161800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G149500.1","Glyma.18G200300.1.p","Glyma.18G200300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G153200.1","Glyma.18G204000.1.p","Glyma.18G204000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G154900.1","Glyma.18G205800.1.p","Glyma.18G205800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G192000.1","Glyma.18G247700.1.p","Glyma.18G247700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G194100.1","Glyma.18G250100.1.p","Glyma.18G250100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G212000.1","Glyma.18G269800.1.p","Glyma.18G269800"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G212100.1","Glyma.18G270900.1.p","Glyma.18G270900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G212300.1","Glyma.18G270900.1.p","Glyma.18G270900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G228500.1","Glyma.18G287900.1.p","Glyma.18G287900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G229800.1","Glyma.18G289100.1.p","Glyma.18G289100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.18G240200.1","Glyma.18G300000.1.p","Glyma.18G300000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.19G007900.1","Glyma.19G008700.1.p","Glyma.19G008700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.19G059100.1","Glyma.19G080500.1.p","Glyma.19G080500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.19G074100.1","Glyma.19G102700.1.p","Glyma.19G102700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.19G082500.1","Glyma.19G114000.1.p","Glyma.19G114000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.19G086800.3","Glyma.19G119200.1.p","Glyma.19G119200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.19G118400.1","Glyma.19G154100.1.p","Glyma.19G154100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.19G119000.1","Glyma.19G154600.1.p","Glyma.19G154600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.19G171100.1","Glyma.19G209700.1.p","Glyma.19G209700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.19G176300.1","Glyma.19G215100.1.p","Glyma.19G215100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.19G196200.1","Glyma.19G237000.1.p","Glyma.19G237000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.19G211100.1","Glyma.19G254500.1.p","Glyma.19G254500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.19G214900.1","Glyma.19G258500.1.p","Glyma.19G258500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G006200.1","Glyma.20G008200.1.p","Glyma.20G008200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G010300.1","Glyma.20G012900.1.p","Glyma.20G012900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G014200.1","Glyma.20G018300.1.p","Glyma.20G018300"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G018800.1","Glyma.20G023900.1.p","Glyma.20G023900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G019300.1","Glyma.20G024500.1.p","Glyma.20G024500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G021500.1","Glyma.20G027200.1.p","Glyma.20G027200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G033000.1","Glyma.20G046100.1.p","Glyma.20G046100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G038200.1","Glyma.20G054000.1.p","Glyma.20G054000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G038300.1","Glyma.20G054100.1.p","Glyma.20G054100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G049400.1","Glyma.20G072400.1.p","Glyma.20G072400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G052500.1","Glyma.20G077200.1.p","Glyma.20G077200"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G052800.1","Glyma.20G077400.3.p","Glyma.20G077400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G057300.1","Glyma.20G221400.1.p","Glyma.20G221400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G058800.1","Glyma.20G084500.1.p","Glyma.20G084500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G061800.1","Glyma.20G089400.1.p","Glyma.20G089400"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G071200.1","Glyma.20G100500.1.p","Glyma.20G100500"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G084600.1","Glyma.20G116100.1.p","Glyma.20G116100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G097600.1","Glyma.20G129700.1.p","Glyma.20G129700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G101700.1","Glyma.20G133900.1.p","Glyma.20G133900"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G111700.1","Glyma.20G144600.1.p","Glyma.20G144600"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G152000.2","Glyma.20G187700.2.p","Glyma.20G187700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G167200.1","Glyma.20G204000.1.p","Glyma.20G204000"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G168000.1","Glyma.20G204700.5.p","Glyma.20G204700"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.20G170400.1","Glyma.20G207100.1.p","Glyma.20G207100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.U000600.1",NA,NA
"glyso.PI483463.gnm1.ann1.GlysoPI483463.U004700.1","Glyma.09G176100.1.p","Glyma.09G176100"
"glyso.PI483463.gnm1.ann1.GlysoPI483463.U008800.1","Glyma.16G210600.1.p","Glyma.16G210600"
"glyso.W05.gnm1.ann1.Glysoja.01G000007.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.01G000087.2","Glyma.01G008500.1.p","Glyma.01G008500"
"glyso.W05.gnm1.ann1.Glysoja.01G001236.1","Glyma.01G118800.1.p","Glyma.01G118800"
"glyso.W05.gnm1.ann1.Glysoja.01G001248.1","Glyma.01G119800.1.p","Glyma.01G119800"
"glyso.W05.gnm1.ann1.Glysoja.01G001352.1","Glyma.01G127300.1.p","Glyma.01G127300"
"glyso.W05.gnm1.ann1.Glysoja.01G001403.1","Glyma.13G280100.1.p","Glyma.13G280100"
"glyso.W05.gnm1.ann1.Glysoja.01G001484.1","Glyma.01G077500.1.p","Glyma.01G077500"
"glyso.W05.gnm1.ann1.Glysoja.01G001504.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.01G001580.1","Glyma.01G147800.4.p","Glyma.01G147800"
"glyso.W05.gnm1.ann1.Glysoja.01G002330.7","Glyma.01G225200.1.p","Glyma.01G225200"
"glyso.W05.gnm1.ann1.Glysoja.02G002638.4","Glyma.02G010700.1.p","Glyma.02G010700"
"glyso.W05.gnm1.ann1.Glysoja.02G002805.1","Glyma.02G028400.1.p","Glyma.02G028400"
"glyso.W05.gnm1.ann1.Glysoja.02G002901.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.02G003139.1","Glyma.02G063500.1.p","Glyma.02G063500"
"glyso.W05.gnm1.ann1.Glysoja.02G003304.1","Glyma.02G080800.1.p","Glyma.02G080800"
"glyso.W05.gnm1.ann1.Glysoja.02G003725.2","Glyma.02G124500.1.p","Glyma.02G124500"
"glyso.W05.gnm1.ann1.Glysoja.02G004894.3","Glyma.02G238100.1.p","Glyma.02G238100"
"glyso.W05.gnm1.ann1.Glysoja.02G005301.2","Glyma.02G278600.1.p","Glyma.02G278600"
"glyso.W05.gnm1.ann1.Glysoja.03G005990.1","Glyma.03G072600.1.p","Glyma.03G072600"
"glyso.W05.gnm1.ann1.Glysoja.03G006075.1","Glyma.03G044900.1.p","Glyma.03G044900"
"glyso.W05.gnm1.ann1.Glysoja.03G006076.1","Glyma.03G045700.1.p","Glyma.03G045700"
"glyso.W05.gnm1.ann1.Glysoja.03G006557.1","Glyma.03G086100.1.p","Glyma.03G086100"
"glyso.W05.gnm1.ann1.Glysoja.03G006689.1","Glyma.03G098900.1.p","Glyma.03G098900"
"glyso.W05.gnm1.ann1.Glysoja.03G006695.1","Glyma.03G098900.1.p","Glyma.03G098900"
"glyso.W05.gnm1.ann1.Glysoja.03G006737.1","Glyma.03G103500.1.p","Glyma.03G103500"
"glyso.W05.gnm1.ann1.Glysoja.03G006920.1","Glyma.03G119000.1.p","Glyma.03G119000"
"glyso.W05.gnm1.ann1.Glysoja.03G007012.5","Glyma.03G128300.3.p","Glyma.03G128300"
"glyso.W05.gnm1.ann1.Glysoja.03G007505.1","Glyma.03G179500.1.p","Glyma.03G179500"
"glyso.W05.gnm1.ann1.Glysoja.03G007881.1","Glyma.03G219500.1.p","Glyma.03G219500"
"glyso.W05.gnm1.ann1.Glysoja.03G008264.1","Glyma.03G258500.1.p","Glyma.03G258500"
"glyso.W05.gnm1.ann1.Glysoja.04G008384.1","Glyma.04G005900.1.p","Glyma.04G005900"
"glyso.W05.gnm1.ann1.Glysoja.04G008544.3","Glyma.04G022300.1.p","Glyma.04G022300"
"glyso.W05.gnm1.ann1.Glysoja.04G009264.1","Glyma.04G096100.2.p","Glyma.04G096100"
"glyso.W05.gnm1.ann1.Glysoja.04G009486.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.04G009683.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.04G009932.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.04G010088.1","Glyma.04G179100.1.p","Glyma.04G179100"
"glyso.W05.gnm1.ann1.Glysoja.04G010139.1","Glyma.04G184200.1.p","Glyma.04G184200"
"glyso.W05.gnm1.ann1.Glysoja.04G010489.1","Glyma.04G221400.1.p","Glyma.04G221400"
"glyso.W05.gnm1.ann1.Glysoja.04G010627.1","Glyma.04G236000.3.p","Glyma.04G236000"
"glyso.W05.gnm1.ann1.Glysoja.04G010704.1","Glyma.04G243900.1.p","Glyma.04G243900"
"glyso.W05.gnm1.ann1.Glysoja.05G011455.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.05G011502.1","Glyma.05G068100.1.p","Glyma.05G068100"
"glyso.W05.gnm1.ann1.Glysoja.05G011630.1","Glyma.05G080200.1.p","Glyma.05G080200"
"glyso.W05.gnm1.ann1.Glysoja.05G011914.1","Glyma.01G024100.1.p","Glyma.01G024100"
"glyso.W05.gnm1.ann1.Glysoja.05G011947.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.05G012522.2","Glyma.05G166600.2.p","Glyma.05G166600"
"glyso.W05.gnm1.ann1.Glysoja.05G012850.2","Glyma.05G201200.1.p","Glyma.05G201200"
"glyso.W05.gnm1.ann1.Glysoja.05G012940.1","Glyma.05G211100.1.p","Glyma.05G211100"
"glyso.W05.gnm1.ann1.Glysoja.06G013867.1","Glyma.06G059300.1.p","Glyma.06G059300"
"glyso.W05.gnm1.ann1.Glysoja.06G015155.2","Glyma.06G192500.1.p","Glyma.06G192500"
"glyso.W05.gnm1.ann1.Glysoja.06G015284.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.06G015705.1","Glyma.12G148200.1.p","Glyma.12G148200"
"glyso.W05.gnm1.ann1.Glysoja.06G015814.1","Glyma.06G256400.3.p","Glyma.06G256400"
"glyso.W05.gnm1.ann1.Glysoja.07G016998.3","Glyma.07G055600.1.p","Glyma.07G055600"
"glyso.W05.gnm1.ann1.Glysoja.07G017089.1","Glyma.07G063600.2.p","Glyma.07G063600"
"glyso.W05.gnm1.ann1.Glysoja.07G017607.2","Glyma.07G117800.1.p","Glyma.07G117800"
"glyso.W05.gnm1.ann1.Glysoja.07G017645.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.07G017869.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.07G018288.4","Glyma.07G184900.1.p","Glyma.07G184900"
"glyso.W05.gnm1.ann1.Glysoja.07G019133.2","Glyma.07G269600.1.p","Glyma.07G269600"
"glyso.W05.gnm1.ann1.Glysoja.08G019822.1","Glyma.08G067100.1.p","Glyma.08G067100"
"glyso.W05.gnm1.ann1.Glysoja.08G020254.1","Glyma.08G113200.1.p","Glyma.08G113200"
"glyso.W05.gnm1.ann1.Glysoja.08G020946.1","Glyma.08G184700.1.p","Glyma.08G184700"
"glyso.W05.gnm1.ann1.Glysoja.08G021224.1","Glyma.08G213900.1.p","Glyma.08G213900"
"glyso.W05.gnm1.ann1.Glysoja.08G021356.1","Glyma.08G228000.2.p","Glyma.08G228000"
"glyso.W05.gnm1.ann1.Glysoja.08G021413.1","Glyma.08G233500.1.p","Glyma.08G233500"
"glyso.W05.gnm1.ann1.Glysoja.08G021421.1","Glyma.08G235000.1.p","Glyma.08G235000"
"glyso.W05.gnm1.ann1.Glysoja.08G021431.3","Glyma.08G235900.1.p","Glyma.08G235900"
"glyso.W05.gnm1.ann1.Glysoja.08G021889.1","Glyma.08G041200.1.p","Glyma.08G041200"
"glyso.W05.gnm1.ann1.Glysoja.08G021907.1","Glyma.08G280100.1.p","Glyma.08G280100"
"glyso.W05.gnm1.ann1.Glysoja.08G022048.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.08G022122.1","Glyma.08G301800.1.p","Glyma.08G301800"
"glyso.W05.gnm1.ann1.Glysoja.08G022186.1","Glyma.08G308200.2.p","Glyma.08G308200"
"glyso.W05.gnm1.ann1.Glysoja.08G022279.1","Glyma.08G317700.1.p","Glyma.08G317700"
"glyso.W05.gnm1.ann1.Glysoja.08G022351.1","Glyma.08G325500.1.p","Glyma.08G325500"
"glyso.W05.gnm1.ann1.Glysoja.08G022687.2","Glyma.08G361200.1.p","Glyma.08G361200"
"glyso.W05.gnm1.ann1.Glysoja.08G022708.2","Glyma.08G363400.1.p","Glyma.08G363400"
"glyso.W05.gnm1.ann1.Glysoja.09G023612.1","Glyma.09G088600.1.p","Glyma.09G088600"
"glyso.W05.gnm1.ann1.Glysoja.09G023921.2","Glyma.09G119200.1.p","Glyma.09G119200"
"glyso.W05.gnm1.ann1.Glysoja.09G024188.1","Glyma.09G144000.1.p","Glyma.09G144000"
"glyso.W05.gnm1.ann1.Glysoja.09G024296.1","Glyma.09G154800.1.p","Glyma.09G154800"
"glyso.W05.gnm1.ann1.Glysoja.09G024468.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.09G024772.1","Glyma.09G204100.1.p","Glyma.09G204100"
"glyso.W05.gnm1.ann1.Glysoja.09G024794.1","Glyma.09G206500.1.p","Glyma.09G206500"
"glyso.W05.gnm1.ann1.Glysoja.09G024992.2","Glyma.09G227100.1.p","Glyma.09G227100"
"glyso.W05.gnm1.ann1.Glysoja.09G025205.1","Glyma.09G248600.1.p","Glyma.09G248600"
"glyso.W05.gnm1.ann1.Glysoja.09G025290.5","Glyma.09G257500.1.p","Glyma.09G257500"
"glyso.W05.gnm1.ann1.Glysoja.09G025395.2","Glyma.09G268400.1.p","Glyma.09G268400"
"glyso.W05.gnm1.ann1.Glysoja.10G025986.1","Glyma.10G042800.4.p","Glyma.10G042800"
"glyso.W05.gnm1.ann1.Glysoja.10G026189.1","Glyma.10G063800.1.p","Glyma.10G063800"
"glyso.W05.gnm1.ann1.Glysoja.10G026519.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.10G026629.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.10G026804.1","Glyma.10G119300.1.p","Glyma.10G119300"
"glyso.W05.gnm1.ann1.Glysoja.10G026938.1","Glyma.10G129900.1.p","Glyma.10G129900"
"glyso.W05.gnm1.ann1.Glysoja.10G027172.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.10G027530.1","Glyma.10G192100.1.p","Glyma.10G192100"
"glyso.W05.gnm1.ann1.Glysoja.10G028026.2","Glyma.10G244400.4.p","Glyma.10G244400"
"glyso.W05.gnm1.ann1.Glysoja.10G028373.2","Glyma.10G279800.1.p","Glyma.10G279800"
"glyso.W05.gnm1.ann1.Glysoja.10G028473.1","Glyma.10G291100.1.p","Glyma.10G291100"
"glyso.W05.gnm1.ann1.Glysoja.10G028522.1","Glyma.10G296200.2.p","Glyma.10G296200"
"glyso.W05.gnm1.ann1.Glysoja.11G029885.4","Glyma.11G138400.3.p","Glyma.11G138400"
"glyso.W05.gnm1.ann1.Glysoja.11G029905.3","Glyma.11G140500.1.p","Glyma.11G140500"
"glyso.W05.gnm1.ann1.Glysoja.11G030177.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.11G030393.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.11G030543.1","Glyma.11G170500.1.p","Glyma.11G170500"
"glyso.W05.gnm1.ann1.Glysoja.11G031029.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.11G031065.2","Glyma.13G180400.1.p","Glyma.13G180400"
"glyso.W05.gnm1.ann1.Glysoja.11G031065.3","Glyma.13G180400.1.p","Glyma.13G180400"
"glyso.W05.gnm1.ann1.Glysoja.11G031146.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.11G031160.2",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.11G031173.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.11G031217.3","Glyma.13G196300.1.p","Glyma.13G196300"
"glyso.W05.gnm1.ann1.Glysoja.11G031246.2","Glyma.11G153800.3.p","Glyma.11G153800"
"glyso.W05.gnm1.ann1.Glysoja.11G031471.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.11G032417.1","Glyma.13G321500.1.p","Glyma.13G321500"
"glyso.W05.gnm1.ann1.Glysoja.11G032430.1","Glyma.13G322800.1.p","Glyma.13G322800"
"glyso.W05.gnm1.ann1.Glysoja.11G032792.1",NA,NA
"glyso.W05.gnm1.ann1.Glysoja.12G033218.1","Glyma.12G029500.1.p","Glyma.12G029500"
