"Pro","Wm82","Wm82Gene.V2.1"
"Glyma.01G159400.1.p","Glyma.01G159400.1.p","Glyma.01G159400"
"Glyma.01G159500.1.p","Glyma.01G159500.1.p","Glyma.01G159500"
"Glyma.01G159800.1.p","Glyma.01G159800.1.p","Glyma.01G159800"
"Glyma.01G159900.1.p","Glyma.01G159900.1.p","Glyma.01G159900"
"Glyma.01G160100.1.p","Glyma.01G160100.1.p","Glyma.01G160100"
"Glyma.01G160300.1.p","Glyma.01G160300.1.p","Glyma.01G160300"
"Glyma.01G161100.1.p","Glyma.01G161100.1.p","Glyma.01G161100"
"Glyma.01G161200.1.p","Glyma.01G161200.1.p","Glyma.01G161200"
"Glyma.01G161500.1.p","Glyma.01G161500.1.p","Glyma.01G161500"
"Glyma.01G162100.1.p","Glyma.01G162100.1.p","Glyma.01G162100"
"Glyma.01G162200.1.p","Glyma.01G162200.1.p","Glyma.01G162200"
"Glyma.01G162700.2.p","Glyma.01G162700.2.p","Glyma.01G162700"
"Glyma.01G162800.1.p","Glyma.01G162800.1.p","Glyma.01G162800"
"Glyma.01G163000.1.p","Glyma.01G163000.1.p","Glyma.01G163000"
"Glyma.01G163100.1.p","Glyma.01G163100.1.p","Glyma.01G163100"
"Glyma.01G163300.1.p","Glyma.01G163300.1.p","Glyma.01G163300"
"Glyma.01G163900.1.p","Glyma.01G163900.1.p","Glyma.01G163900"
"Glyma.01G164100.1.p","Glyma.01G164100.1.p","Glyma.01G164100"
"Glyma.01G164900.1.p","Glyma.01G164900.1.p","Glyma.01G164900"
"Glyma.01G165100.1.p","Glyma.01G165100.1.p","Glyma.01G165100"
"Glyma.01G165400.1.p","Glyma.01G165400.1.p","Glyma.01G165400"
"Glyma.01G166100.1.p","Glyma.01G166100.1.p","Glyma.01G166100"
"Glyma.01G166400.1.p","Glyma.01G166400.1.p","Glyma.01G166400"
"Glyma.01G166600.1.p","Glyma.01G166600.1.p","Glyma.01G166600"
"Glyma.01G167500.1.p","Glyma.01G167500.1.p","Glyma.01G167500"
"Glyma.01G168500.1.p","Glyma.01G168500.1.p","Glyma.01G168500"
"Glyma.01G168600.1.p","Glyma.01G168600.1.p","Glyma.01G168600"
"Glyma.01G169100.1.p","Glyma.01G169100.1.p","Glyma.01G169100"
"Glyma.01G169200.1.p","Glyma.01G169200.1.p","Glyma.01G169200"
"Glyma.01G169500.1.p","Glyma.01G169500.1.p","Glyma.01G169500"
"Glyma.01G169900.1.p","Glyma.01G169900.1.p","Glyma.01G169900"
"Glyma.01G170200.1.p","Glyma.01G170200.1.p","Glyma.01G170200"
"Glyma.01G170300.1.p","Glyma.01G170300.1.p","Glyma.01G170300"
"Glyma.01G170600.1.p","Glyma.01G170600.1.p","Glyma.01G170600"
"Glyma.01G171000.4.p","Glyma.01G171000.4.p","Glyma.01G171000"
"Glyma.01G171100.1.p","Glyma.01G171100.1.p","Glyma.01G171100"
"Glyma.01G171300.1.p","Glyma.01G171300.1.p","Glyma.01G171300"
"Glyma.01G171900.1.p","Glyma.01G171900.1.p","Glyma.01G171900"
"Glyma.01G172200.3.p","Glyma.01G172200.3.p","Glyma.01G172200"
"Glyma.01G172300.1.p","Glyma.01G172300.1.p","Glyma.01G172300"
"Glyma.01G172400.2.p","Glyma.01G172400.2.p","Glyma.01G172400"
"Glyma.01G173300.1.p","Glyma.01G173300.1.p","Glyma.01G173300"
"Glyma.01G173400.1.p","Glyma.01G173400.1.p","Glyma.01G173400"
"Glyma.01G174000.1.p","Glyma.01G174000.1.p","Glyma.01G174000"
"Glyma.01G174700.1.p","Glyma.01G174700.1.p","Glyma.01G174700"
"Glyma.01G175100.1.p","Glyma.01G175100.1.p","Glyma.01G175100"
"Glyma.01G175200.1.p","Glyma.01G175200.1.p","Glyma.01G175200"
"Glyma.01G175500.1.p","Glyma.01G175500.1.p","Glyma.01G175500"
"Glyma.01G175600.1.p","Glyma.01G175600.1.p","Glyma.01G175600"
"Glyma.01G176000.1.p","Glyma.01G176000.1.p","Glyma.01G176000"
"Glyma.01G176800.3.p","Glyma.01G176800.3.p","Glyma.01G176800"
"Glyma.01G176900.2.p","Glyma.01G176900.2.p","Glyma.01G176900"
"Glyma.01G178600.1.p","Glyma.01G178600.1.p","Glyma.01G178600"
"Glyma.01G179300.1.p","Glyma.01G179300.1.p","Glyma.01G179300"
"Glyma.01G179400.1.p","Glyma.01G179400.1.p","Glyma.01G179400"
"Glyma.01G180100.3.p","Glyma.01G180100.3.p","Glyma.01G180100"
"Glyma.01G180400.1.p","Glyma.01G180400.1.p","Glyma.01G180400"
"Glyma.01G180800.1.p","Glyma.01G180800.1.p","Glyma.01G180800"
"Glyma.01G181200.1.p","Glyma.01G181200.1.p","Glyma.01G181200"
"Glyma.01G181500.1.p","Glyma.01G181500.1.p","Glyma.01G181500"
"Glyma.01G182500.1.p","Glyma.01G182500.1.p","Glyma.01G182500"
"Glyma.01G182600.1.p","Glyma.01G182600.1.p","Glyma.01G182600"
"Glyma.01G183400.1.p","Glyma.01G183400.1.p","Glyma.01G183400"
"Glyma.01G183500.1.p","Glyma.01G183500.1.p","Glyma.01G183500"
"Glyma.01G183600.1.p","Glyma.01G183600.1.p","Glyma.01G183600"
"Glyma.01G183800.1.p","Glyma.01G183800.1.p","Glyma.01G183800"
"Glyma.01G185300.1.p","Glyma.01G185300.1.p","Glyma.01G185300"
"Glyma.01G185700.2.p","Glyma.01G185700.2.p","Glyma.01G185700"
"Glyma.01G186000.1.p","Glyma.01G186000.1.p","Glyma.01G186000"
"Glyma.01G186400.1.p","Glyma.01G186400.1.p","Glyma.01G186400"
"Glyma.01G186600.1.p","Glyma.01G186600.1.p","Glyma.01G186600"
"Glyma.01G186800.1.p","Glyma.01G186800.1.p","Glyma.01G186800"
"Glyma.01G187200.1.p","Glyma.01G187200.1.p","Glyma.01G187200"
"Glyma.01G187300.1.p","Glyma.01G187300.1.p","Glyma.01G187300"
"Glyma.01G187400.1.p","Glyma.01G187400.1.p","Glyma.01G187400"
"Glyma.01G187700.1.p","Glyma.01G187700.1.p","Glyma.01G187700"
"Glyma.01G188100.1.p","Glyma.01G188100.1.p","Glyma.01G188100"
"Glyma.01G188500.1.p","Glyma.01G188500.1.p","Glyma.01G188500"
"Glyma.01G189000.1.p","Glyma.01G189000.1.p","Glyma.01G189000"
"Glyma.01G189200.1.p","Glyma.01G189200.1.p","Glyma.01G189200"
"Glyma.01G189400.2.p","Glyma.01G189400.2.p","Glyma.01G189400"
"Glyma.01G189500.1.p","Glyma.01G189500.1.p","Glyma.01G189500"
"Glyma.01G189800.1.p","Glyma.01G189800.1.p","Glyma.01G189800"
"Glyma.01G190000.1.p","Glyma.01G190000.1.p","Glyma.01G190000"
"Glyma.01G190600.1.p","Glyma.01G190600.1.p","Glyma.01G190600"
"Glyma.01G191200.1.p","Glyma.01G191200.1.p","Glyma.01G191200"
"Glyma.01G191600.1.p","Glyma.01G191600.1.p","Glyma.01G191600"
"Glyma.01G192300.1.p","Glyma.01G192300.1.p","Glyma.01G192300"
"Glyma.01G192500.1.p","Glyma.01G192500.1.p","Glyma.01G192500"
"Glyma.01G192900.1.p","Glyma.01G192900.1.p","Glyma.01G192900"
"Glyma.01G193200.1.p","Glyma.01G193200.1.p","Glyma.01G193200"
"Glyma.01G193600.1.p","Glyma.01G193600.1.p","Glyma.01G193600"
"Glyma.01G193700.1.p","Glyma.01G193700.1.p","Glyma.01G193700"
"Glyma.01G194100.2.p","Glyma.01G194100.2.p","Glyma.01G194100"
"Glyma.01G194300.1.p","Glyma.01G194300.1.p","Glyma.01G194300"
"Glyma.01G194600.1.p","Glyma.01G194600.1.p","Glyma.01G194600"
"Glyma.01G194700.3.p","Glyma.01G194700.3.p","Glyma.01G194700"
"Glyma.01G194800.1.p","Glyma.01G194800.1.p","Glyma.01G194800"
"Glyma.01G194900.1.p","Glyma.01G194900.1.p","Glyma.01G194900"
"Glyma.01G195400.1.p","Glyma.01G195400.1.p","Glyma.01G195400"
"Glyma.01G196000.1.p","Glyma.01G196000.1.p","Glyma.01G196000"
"Glyma.01G196300.1.p","Glyma.01G196300.1.p","Glyma.01G196300"
"Glyma.01G196800.1.p","Glyma.01G196800.1.p","Glyma.01G196800"
"Glyma.01G197100.2.p","Glyma.01G197100.2.p","Glyma.01G197100"
"Glyma.01G197500.1.p","Glyma.01G197500.1.p","Glyma.01G197500"
"Glyma.01G198500.1.p","Glyma.01G198500.1.p","Glyma.01G198500"
"Glyma.01G198900.1.p","Glyma.01G198900.1.p","Glyma.01G198900"
"Glyma.01G199600.1.p","Glyma.01G199600.1.p","Glyma.01G199600"
"Glyma.01G199700.1.p","Glyma.01G199700.1.p","Glyma.01G199700"
"Glyma.01G200200.1.p","Glyma.01G200200.1.p","Glyma.01G200200"
"Glyma.01G200700.1.p","Glyma.01G200700.1.p","Glyma.01G200700"
"Glyma.01G201000.1.p","Glyma.01G201000.1.p","Glyma.01G201000"
"Glyma.01G201100.2.p","Glyma.01G201100.2.p","Glyma.01G201100"
"Glyma.01G201600.1.p","Glyma.01G201600.1.p","Glyma.01G201600"
"Glyma.01G202000.1.p","Glyma.01G202000.1.p","Glyma.01G202000"
"Glyma.01G202600.1.p","Glyma.01G202600.1.p","Glyma.01G202600"
"Glyma.01G203000.2.p","Glyma.01G203000.2.p","Glyma.01G203000"
"Glyma.01G203100.2.p","Glyma.01G203100.2.p","Glyma.01G203100"
"Glyma.01G203800.1.p","Glyma.01G203800.1.p","Glyma.01G203800"
"Glyma.01G204000.1.p","Glyma.01G204000.1.p","Glyma.01G204000"
"Glyma.01G204300.1.p","Glyma.01G204300.1.p","Glyma.01G204300"
"Glyma.01G204600.1.p","Glyma.01G204600.1.p","Glyma.01G204600"
"Glyma.01G204800.1.p","Glyma.01G204800.1.p","Glyma.01G204800"
"Glyma.01G205100.1.p","Glyma.01G205100.1.p","Glyma.01G205100"
"Glyma.01G205200.1.p","Glyma.01G205200.1.p","Glyma.01G205200"
"Glyma.01G205400.1.p","Glyma.01G205400.1.p","Glyma.01G205400"
"Glyma.01G205600.1.p","Glyma.01G205600.1.p","Glyma.01G205600"
"Glyma.01G205700.1.p","Glyma.01G205700.1.p","Glyma.01G205700"
"Glyma.01G206200.1.p","Glyma.01G206200.1.p","Glyma.01G206200"
"Glyma.01G206500.1.p","Glyma.01G206500.1.p","Glyma.01G206500"
"Glyma.01G207000.1.p","Glyma.01G207000.1.p","Glyma.01G207000"
"Glyma.01G207200.1.p","Glyma.01G207200.1.p","Glyma.01G207200"
"Glyma.01G207400.1.p","Glyma.01G207400.1.p","Glyma.01G207400"
"Glyma.01G207500.1.p","Glyma.01G207500.1.p","Glyma.01G207500"
"Glyma.01G207800.1.p","Glyma.01G207800.1.p","Glyma.01G207800"
"Glyma.01G208000.1.p","Glyma.01G208000.1.p","Glyma.01G208000"
"Glyma.01G208100.1.p","Glyma.01G208100.1.p","Glyma.01G208100"
"Glyma.01G208200.1.p","Glyma.01G208200.1.p","Glyma.01G208200"
"Glyma.01G208300.2.p","Glyma.01G208300.2.p","Glyma.01G208300"
"Glyma.01G208600.1.p","Glyma.01G208600.1.p","Glyma.01G208600"
"Glyma.01G208700.1.p","Glyma.01G208700.1.p","Glyma.01G208700"
"Glyma.01G209500.1.p","Glyma.01G209500.1.p","Glyma.01G209500"
"Glyma.01G209800.1.p","Glyma.01G209800.1.p","Glyma.01G209800"
"Glyma.01G210400.1.p","Glyma.01G210400.1.p","Glyma.01G210400"
"Glyma.01G211200.3.p","Glyma.01G211200.3.p","Glyma.01G211200"
"Glyma.01G213200.1.p","Glyma.01G213200.1.p","Glyma.01G213200"
"Glyma.01G213400.2.p","Glyma.01G213400.2.p","Glyma.01G213400"
"Glyma.01G213600.2.p","Glyma.01G213600.2.p","Glyma.01G213600"
"Glyma.01G214200.1.p","Glyma.01G214200.1.p","Glyma.01G214200"
"Glyma.01G214300.1.p","Glyma.01G214300.1.p","Glyma.01G214300"
"Glyma.01G214600.1.p","Glyma.01G214600.1.p","Glyma.01G214600"
"Glyma.01G214700.2.p","Glyma.01G214700.2.p","Glyma.01G214700"
"Glyma.01G214800.1.p","Glyma.01G214800.1.p","Glyma.01G214800"
"Glyma.01G215100.1.p","Glyma.01G215100.1.p","Glyma.01G215100"
"Glyma.01G215500.1.p","Glyma.01G215500.1.p","Glyma.01G215500"
"Glyma.01G215800.2.p","Glyma.01G215800.2.p","Glyma.01G215800"
"Glyma.01G216400.1.p","Glyma.01G216400.1.p","Glyma.01G216400"
"Glyma.01G216500.1.p","Glyma.01G216500.1.p","Glyma.01G216500"
"Glyma.01G217300.1.p","Glyma.01G217300.1.p","Glyma.01G217300"
"Glyma.01G217400.4.p","Glyma.01G217400.4.p","Glyma.01G217400"
"Glyma.01G217700.1.p","Glyma.01G217700.1.p","Glyma.01G217700"
"Glyma.01G217900.3.p","Glyma.01G217900.3.p","Glyma.01G217900"
"Glyma.01G218000.1.p","Glyma.01G218000.1.p","Glyma.01G218000"
"Glyma.01G218300.4.p","Glyma.01G218300.4.p","Glyma.01G218300"
"Glyma.01G218600.1.p","Glyma.01G218600.1.p","Glyma.01G218600"
"Glyma.01G221400.1.p","Glyma.01G221400.1.p","Glyma.01G221400"
"Glyma.01G221500.2.p","Glyma.01G221500.2.p","Glyma.01G221500"
"Glyma.01G222100.1.p","Glyma.01G222100.1.p","Glyma.01G222100"
"Glyma.01G222400.1.p","Glyma.01G222400.1.p","Glyma.01G222400"
"Glyma.01G222700.1.p","Glyma.01G222700.1.p","Glyma.01G222700"
"Glyma.01G223200.1.p","Glyma.01G223200.1.p","Glyma.01G223200"
"Glyma.01G223500.1.p","Glyma.01G223500.1.p","Glyma.01G223500"
"Glyma.01G223700.1.p","Glyma.01G223700.1.p","Glyma.01G223700"
"Glyma.01G223900.1.p","Glyma.01G223900.1.p","Glyma.01G223900"
"Glyma.01G224700.1.p","Glyma.01G224700.1.p","Glyma.01G224700"
"Glyma.01G225800.1.p","Glyma.01G225800.1.p","Glyma.01G225800"
"Glyma.01G225900.1.p","Glyma.01G225900.1.p","Glyma.01G225900"
"Glyma.01G226100.1.p","Glyma.01G226100.1.p","Glyma.01G226100"
"Glyma.01G226700.1.p","Glyma.01G226700.1.p","Glyma.01G226700"
"Glyma.01G226800.1.p","Glyma.01G226800.1.p","Glyma.01G226800"
"Glyma.01G227000.1.p","Glyma.01G227000.1.p","Glyma.01G227000"
"Glyma.01G227200.1.p","Glyma.01G227200.1.p","Glyma.01G227200"
"Glyma.01G227300.1.p","Glyma.01G227300.1.p","Glyma.01G227300"
"Glyma.01G227400.1.p","Glyma.01G227400.1.p","Glyma.01G227400"
"Glyma.01G227700.1.p","Glyma.01G227700.1.p","Glyma.01G227700"
"Glyma.01G228400.1.p","Glyma.01G228400.1.p","Glyma.01G228400"
"Glyma.01G228700.1.p","Glyma.01G228700.1.p","Glyma.01G228700"
"Glyma.01G228900.1.p","Glyma.01G228900.1.p","Glyma.01G228900"
"Glyma.01G229700.1.p","Glyma.01G229700.1.p","Glyma.01G229700"
"Glyma.01G229800.1.p","Glyma.01G229800.1.p","Glyma.01G229800"
"Glyma.01G230100.1.p","Glyma.01G230100.1.p","Glyma.01G230100"
"Glyma.01G230200.1.p","Glyma.01G230200.1.p","Glyma.01G230200"
"Glyma.01G230300.1.p","Glyma.01G230300.1.p","Glyma.01G230300"
"Glyma.01G230600.1.p","Glyma.01G230600.1.p","Glyma.01G230600"
"Glyma.01G230700.1.p","Glyma.01G230700.1.p","Glyma.01G230700"
"Glyma.01G230800.1.p","Glyma.01G230800.1.p","Glyma.01G230800"
"Glyma.01G231400.1.p","Glyma.01G231400.1.p","Glyma.01G231400"
"Glyma.01G231900.1.p","Glyma.01G231900.1.p","Glyma.01G231900"
"Glyma.01G232500.1.p","Glyma.01G232500.1.p","Glyma.01G232500"
"Glyma.01G232900.1.p","Glyma.01G232900.1.p","Glyma.01G232900"
"Glyma.01G233500.1.p","Glyma.01G233500.1.p","Glyma.01G233500"
"Glyma.01G233600.1.p","Glyma.01G233600.1.p","Glyma.01G233600"
"Glyma.01G233700.1.p","Glyma.01G233700.1.p","Glyma.01G233700"
"Glyma.01G234000.1.p","Glyma.01G234000.1.p","Glyma.01G234000"
"Glyma.01G234200.1.p","Glyma.01G234200.1.p","Glyma.01G234200"
"Glyma.01G234300.2.p","Glyma.01G234300.2.p","Glyma.01G234300"
"Glyma.01G234500.1.p","Glyma.01G234500.1.p","Glyma.01G234500"
"Glyma.01G235200.4.p","Glyma.01G235200.4.p","Glyma.01G235200"
"Glyma.01G235700.1.p","Glyma.01G235700.1.p","Glyma.01G235700"
"Glyma.01G236100.1.p","Glyma.01G236100.1.p","Glyma.01G236100"
"Glyma.01G236600.1.p","Glyma.01G236600.1.p","Glyma.01G236600"
"Glyma.01G237800.1.p","Glyma.01G237800.1.p","Glyma.01G237800"
"Glyma.01G238000.1.p","Glyma.01G238000.1.p","Glyma.01G238000"
"Glyma.01G238400.1.p","Glyma.01G238400.1.p","Glyma.01G238400"
"Glyma.01G238600.1.p","Glyma.01G238600.1.p","Glyma.01G238600"
"Glyma.01G238700.1.p","Glyma.01G238700.1.p","Glyma.01G238700"
"Glyma.01G238800.1.p","Glyma.01G238800.1.p","Glyma.01G238800"
"Glyma.01G239000.1.p","Glyma.01G239000.1.p","Glyma.01G239000"
"Glyma.01G239400.1.p","Glyma.01G239400.1.p","Glyma.01G239400"
"Glyma.01G239500.1.p","Glyma.01G239500.1.p","Glyma.01G239500"
"Glyma.01G239700.1.p","Glyma.01G239700.1.p","Glyma.01G239700"
"Glyma.01G239900.1.p","Glyma.01G239900.1.p","Glyma.01G239900"
"Glyma.01G240300.1.p","Glyma.01G240300.1.p","Glyma.01G240300"
"Glyma.01G240700.1.p","Glyma.01G240700.1.p","Glyma.01G240700"
"Glyma.01G241000.1.p","Glyma.01G241000.1.p","Glyma.01G241000"
"Glyma.01G241300.2.p","Glyma.01G241300.2.p","Glyma.01G241300"
"Glyma.01G241500.1.p","Glyma.01G241500.1.p","Glyma.01G241500"
"Glyma.01G241600.1.p","Glyma.01G241600.1.p","Glyma.01G241600"
"Glyma.01G242000.1.p","Glyma.01G242000.1.p","Glyma.01G242000"
"Glyma.01G242800.1.p","Glyma.01G242800.1.p","Glyma.01G242800"
"Glyma.01G243300.1.p","Glyma.01G243300.1.p","Glyma.01G243300"
"Glyma.01G243600.1.p","Glyma.01G243600.1.p","Glyma.01G243600"
"Glyma.01G244500.1.p","Glyma.01G244500.1.p","Glyma.01G244500"
"Glyma.01G244600.1.p","Glyma.01G244600.1.p","Glyma.01G244600"
"Glyma.01G244900.1.p","Glyma.01G244900.1.p","Glyma.01G244900"
"Glyma.01G245100.1.p","Glyma.01G245100.1.p","Glyma.01G245100"
"Glyma.01G245500.1.p","Glyma.01G245500.1.p","Glyma.01G245500"
"Glyma.02G000400.1.p","Glyma.02G000400.1.p","Glyma.02G000400"
"Glyma.02G000600.1.p","Glyma.02G000600.1.p","Glyma.02G000600"
"Glyma.02G000900.1.p","Glyma.02G000900.1.p","Glyma.02G000900"
"Glyma.02G001000.1.p","Glyma.02G001000.1.p","Glyma.02G001000"
"Glyma.02G001100.1.p","Glyma.02G001100.1.p","Glyma.02G001100"
"Glyma.02G001300.1.p","Glyma.02G001300.1.p","Glyma.02G001300"
"Glyma.02G001500.1.p","Glyma.02G001500.1.p","Glyma.02G001500"
"Glyma.02G001600.1.p","Glyma.02G001600.1.p","Glyma.02G001600"
"Glyma.02G002000.2.p","Glyma.02G002000.2.p","Glyma.02G002000"
"Glyma.02G002300.1.p","Glyma.02G002300.1.p","Glyma.02G002300"
"Glyma.02G002800.1.p","Glyma.02G002800.1.p","Glyma.02G002800"
"Glyma.02G002900.1.p","Glyma.02G002900.1.p","Glyma.02G002900"
"Glyma.02G003300.1.p","Glyma.02G003300.1.p","Glyma.02G003300"
"Glyma.02G003800.1.p","Glyma.02G003800.1.p","Glyma.02G003800"
"Glyma.02G004000.1.p","Glyma.02G004000.1.p","Glyma.02G004000"
"Glyma.02G004200.1.p","Glyma.02G004200.1.p","Glyma.02G004200"
"Glyma.02G004400.1.p","Glyma.02G004400.1.p","Glyma.02G004400"
"Glyma.02G005000.1.p","Glyma.02G005000.1.p","Glyma.02G005000"
"Glyma.02G005200.1.p","Glyma.02G005200.1.p","Glyma.02G005200"
"Glyma.02G005500.2.p","Glyma.02G005500.2.p","Glyma.02G005500"
"Glyma.02G006000.2.p","Glyma.02G006000.2.p","Glyma.02G006000"
"Glyma.02G006400.1.p","Glyma.02G006400.1.p","Glyma.02G006400"
"Glyma.02G007600.1.p","Glyma.02G007600.1.p","Glyma.02G007600"
"Glyma.02G007800.2.p","Glyma.02G007800.2.p","Glyma.02G007800"
"Glyma.02G008000.1.p","Glyma.02G008000.1.p","Glyma.02G008000"
"Glyma.02G008100.1.p","Glyma.02G008100.1.p","Glyma.02G008100"
"Glyma.02G008500.1.p","Glyma.02G008500.1.p","Glyma.02G008500"
"Glyma.02G008600.1.p","Glyma.02G008600.1.p","Glyma.02G008600"
"Glyma.02G008700.1.p","Glyma.02G008700.1.p","Glyma.02G008700"
"Glyma.02G008800.1.p","Glyma.02G008800.1.p","Glyma.02G008800"
"Glyma.02G009600.1.p","Glyma.02G009600.1.p","Glyma.02G009600"
"Glyma.02G010200.1.p","Glyma.02G010200.1.p","Glyma.02G010200"
"Glyma.02G010300.3.p","Glyma.02G010300.3.p","Glyma.02G010300"
"Glyma.02G010500.1.p","Glyma.02G010500.1.p","Glyma.02G010500"
"Glyma.02G011100.3.p","Glyma.02G011100.3.p","Glyma.02G011100"
"Glyma.02G011800.1.p","Glyma.02G011800.1.p","Glyma.02G011800"
"Glyma.02G012800.1.p","Glyma.02G012800.1.p","Glyma.02G012800"
"Glyma.02G013300.1.p","Glyma.02G013300.1.p","Glyma.02G013300"
"Glyma.02G013600.1.p","Glyma.02G013600.1.p","Glyma.02G013600"
"Glyma.02G014000.3.p","Glyma.02G014000.3.p","Glyma.02G014000"
"Glyma.02G014200.1.p","Glyma.02G014200.1.p","Glyma.02G014200"
"Glyma.02G014800.1.p","Glyma.02G014800.1.p","Glyma.02G014800"
"Glyma.02G015100.2.p","Glyma.02G015100.2.p","Glyma.02G015100"
"Glyma.02G015300.1.p","Glyma.02G015300.1.p","Glyma.02G015300"
"Glyma.02G015500.1.p","Glyma.02G015500.1.p","Glyma.02G015500"
"Glyma.02G015600.1.p","Glyma.02G015600.1.p","Glyma.02G015600"
"Glyma.02G016400.1.p","Glyma.02G016400.1.p","Glyma.02G016400"
"Glyma.02G016500.1.p","Glyma.02G016500.1.p","Glyma.02G016500"
"Glyma.02G017100.1.p","Glyma.02G017100.1.p","Glyma.02G017100"
"Glyma.02G017200.1.p","Glyma.02G017200.1.p","Glyma.02G017200"
"Glyma.02G017800.1.p","Glyma.02G017800.1.p","Glyma.02G017800"
"Glyma.02G019100.1.p","Glyma.02G019100.1.p","Glyma.02G019100"
"Glyma.02G019200.2.p","Glyma.02G019200.2.p","Glyma.02G019200"
"Glyma.02G019600.1.p","Glyma.02G019600.1.p","Glyma.02G019600"
"Glyma.02G019700.5.p","Glyma.02G019700.5.p","Glyma.02G019700"
"Glyma.02G021400.1.p","Glyma.02G021400.1.p","Glyma.02G021400"
"Glyma.02G021600.1.p","Glyma.02G021600.1.p","Glyma.02G021600"
"Glyma.02G022400.1.p","Glyma.02G022400.1.p","Glyma.02G022400"
"Glyma.02G022800.1.p","Glyma.02G022800.1.p","Glyma.02G022800"
"Glyma.02G023800.1.p","Glyma.02G023800.1.p","Glyma.02G023800"
"Glyma.02G024200.1.p","Glyma.02G024200.1.p","Glyma.02G024200"
"Glyma.02G024500.1.p","Glyma.02G024500.1.p","Glyma.02G024500"
"Glyma.02G024500.2.p","Glyma.02G024500.2.p","Glyma.02G024500"
"Glyma.02G026400.1.p","Glyma.02G026400.1.p","Glyma.02G026400"
"Glyma.02G026700.1.p","Glyma.02G026700.1.p","Glyma.02G026700"
"Glyma.02G026800.1.p","Glyma.02G026800.1.p","Glyma.02G026800"
"Glyma.02G027000.1.p","Glyma.02G027000.1.p","Glyma.02G027000"
"Glyma.02G027100.2.p","Glyma.02G027100.2.p","Glyma.02G027100"
"Glyma.02G027600.1.p","Glyma.02G027600.1.p","Glyma.02G027600"
"Glyma.02G028400.1.p","Glyma.02G028400.1.p","Glyma.02G028400"
"Glyma.02G028800.1.p","Glyma.02G028800.1.p","Glyma.02G028800"
"Glyma.02G029100.1.p","Glyma.02G029100.1.p","Glyma.02G029100"
"Glyma.02G029300.1.p","Glyma.02G029300.1.p","Glyma.02G029300"
"Glyma.02G029900.1.p","Glyma.02G029900.1.p","Glyma.02G029900"
"Glyma.02G030100.1.p","Glyma.02G030100.1.p","Glyma.02G030100"
"Glyma.02G030900.1.p","Glyma.02G030900.1.p","Glyma.02G030900"
"Glyma.02G031300.1.p","Glyma.02G031300.1.p","Glyma.02G031300"
"Glyma.02G031700.2.p","Glyma.02G031700.2.p","Glyma.02G031700"
"Glyma.02G032100.1.p","Glyma.02G032100.1.p","Glyma.02G032100"
"Glyma.02G032300.1.p","Glyma.02G032300.1.p","Glyma.02G032300"
"Glyma.02G032800.1.p","Glyma.02G032800.1.p","Glyma.02G032800"
"Glyma.02G033300.1.p","Glyma.02G033300.1.p","Glyma.02G033300"
"Glyma.02G033500.1.p","Glyma.02G033500.1.p","Glyma.02G033500"
"Glyma.02G033900.1.p","Glyma.02G033900.1.p","Glyma.02G033900"
"Glyma.02G034000.1.p","Glyma.02G034000.1.p","Glyma.02G034000"
"Glyma.02G034100.1.p","Glyma.02G034100.1.p","Glyma.02G034100"
"Glyma.02G034200.1.p","Glyma.02G034200.1.p","Glyma.02G034200"
"Glyma.02G034300.1.p","Glyma.02G034300.1.p","Glyma.02G034300"
"Glyma.02G035000.1.p","Glyma.02G035000.1.p","Glyma.02G035000"
"Glyma.02G035000.2.p","Glyma.02G035000.2.p","Glyma.02G035000"
"Glyma.02G035900.1.p","Glyma.02G035900.1.p","Glyma.02G035900"
"Glyma.02G036000.1.p","Glyma.02G036000.1.p","Glyma.02G036000"
"Glyma.02G036200.1.p","Glyma.02G036200.1.p","Glyma.02G036200"
"Glyma.02G036300.1.p","Glyma.02G036300.1.p","Glyma.02G036300"
"Glyma.02G037700.1.p","Glyma.02G037700.1.p","Glyma.02G037700"
"Glyma.02G037900.1.p","Glyma.02G037900.1.p","Glyma.02G037900"
"Glyma.02G038000.1.p","Glyma.02G038000.1.p","Glyma.02G038000"
"Glyma.02G038100.3.p","Glyma.02G038100.3.p","Glyma.02G038100"
"Glyma.02G038500.1.p","Glyma.02G038500.1.p","Glyma.02G038500"
"Glyma.02G038700.1.p","Glyma.02G038700.1.p","Glyma.02G038700"
"Glyma.02G038800.1.p","Glyma.02G038800.1.p","Glyma.02G038800"
"Glyma.02G039400.1.p","Glyma.02G039400.1.p","Glyma.02G039400"
"Glyma.02G040100.1.p","Glyma.02G040100.1.p","Glyma.02G040100"
"Glyma.02G040600.1.p","Glyma.02G040600.1.p","Glyma.02G040600"
"Glyma.02G041400.1.p","Glyma.02G041400.1.p","Glyma.02G041400"
"Glyma.02G041900.1.p","Glyma.02G041900.1.p","Glyma.02G041900"
"Glyma.02G042200.1.p","Glyma.02G042200.1.p","Glyma.02G042200"
"Glyma.02G042300.1.p","Glyma.02G042300.1.p","Glyma.02G042300"
"Glyma.02G042500.1.p","Glyma.02G042500.1.p","Glyma.02G042500"
"Glyma.02G044000.1.p","Glyma.02G044000.1.p","Glyma.02G044000"
"Glyma.02G044500.1.p","Glyma.02G044500.1.p","Glyma.02G044500"
"Glyma.02G044800.1.p","Glyma.02G044800.1.p","Glyma.02G044800"
